name,code,resource,herbs,part,slice,prepmethods,alias
金蝉花,6400310100100004,麦角菌科,金蝉花,寄生在山蝉幼虫上的复合体,nan,nan,蝉花
黑木耳,6400520100100007,木耳科,黑木耳,子实体,nan,nan,木耳
黑木耳炭,6400520100100410,木耳科,黑木耳,子实体,nan,炒炭,木耳炭
香菇,6400620100100004,黑伞科或侧耳科,香菇,子实体,nan,nan,香菇柄
猴头菇,6400720100103002,齿菌科,猴头菇,子实体,厚片,nan,猴头菌
红曲,6400810100100009,曲霉科,红曲,菌丝体及孢子经人工培养，使菌丝长在粳米内部生长，使整个米粒变成红色，加工品,nan,nan,红曲米
银耳,6400920100100005,银耳科,银耳,子实体,nan,nan,白木耳
石耳,6505120100100003,石耳科,石耳,子实体,nan,nan,nan
松萝,6505210100100001,松萝科,松萝,地衣体,nan,nan,老君须
螺旋藻,6605210100100000,颤藻科,螺旋藻,藻体,nan,nan,nan
鹧鸪菜,6605310100100007,红叶藻科,鹧鸪菜,藻体,nan,nan,nan
